"","robbbPerPop","pctWhite","kidsBornNevrMarr","pctKidsBornNevrMarr","pctUsePubTrans","pctBlack","pctKids2Par","pctFemDivorc","numForeignBorn","pctAllDivorc","pctForeignBorn","pct2Par","popDensity","pct12.17w2Par","persUrban","pctMaleDivorc","pctImmig.10"
"1108",7.93,98.58,84,0.76,0.93,0.11,75.77,10.2,240,9.06,1.94,74.25,1224.5,77.16,0,7.67,0.83
"1109",50.65,90.34,83,0.82,2.1,0.54,72.13,12.39,861,11.06,6.35,76.31,3171,78.17,13559,9.54,3.6
"1110",580.92,51.71,8027,9.34,3.05,45.71,55.48,14.49,5205,12.71,3.81,59.32,1903.5,58.32,136594,10.59,2.35
"1111",12.32,97.28,4,0.04,10.83,1.01,91.78,7.32,1288,5.99,8.05,92.4,572.6,90.66,5382,4.52,2.2
"1112",18.94,97.8,85,1.12,2.01,1.3,82.18,8.12,186,7.41,1.85,86.34,611.6,85.32,8669,6.69,0.54
"1113",60.94,64.86,194,1.79,0,20.29,63.55,12.47,1452,10.68,11.81,70.2,1191.5,66.84,0,8.62,8.29
"1114",70.63,83.03,296,1.77,2.4,1.6,76.24,12.03,2639,10.21,11.03,80.97,2207.4,82.06,23928,8.4,3.38
"1115",126.3,86.76,765,2.19,0.32,3.86,73.37,13.08,2648,11.14,5.75,77.44,661.8,78.37,45931,9.1,1.3
"1116",224.49,76.11,692,4.18,0.71,5.16,62.65,15.05,911,13.16,4.77,69.39,845.4,79.21,0,11.1,1.52
"1117",15.77,95.98,304,1.53,0.07,0.16,76.25,9.22,262,8.26,1.05,76.04,2870.5,76.62,0,7.09,0.39
"1118",33.93,96.22,77,0.58,1.72,1.31,86.77,10.07,1538,8.53,7.46,86.23,709,89.03,15745,6.78,1.99
"1119",24.9,93.55,205,1,5.46,2.84,85.71,10.44,1964,8.85,5.56,86.22,1153.7,85.24,31970,7.14,1.71
"1120",28.72,98.02,121,0.99,0.55,0.39,81.65,9.88,128,8.49,0.78,82.19,1513.4,84.53,16376,6.97,0.31
"1121",8.15,93.38,210,1.57,0.9,1.47,78.85,7.5,1472,6.7,5.98,80.86,416.4,68.87,0,5.8,3.28
"1122",251.87,76.28,4551,6.42,11.33,17.78,67.92,11.56,20075,9.86,18.58,72.41,2765.1,75.16,108056,7.96,7.9
"1123",44.97,98.63,48,0.61,0.19,0.39,83.58,11.58,139,9.86,1.21,85.12,904.6,84.97,11460,7.98,0.48
"1124",49.09,89.89,815,2.54,3.29,1.13,70.52,15.31,1994,13.34,4.73,70.96,2022,78.15,42155,11.21,2.21
"1125",30.51,96.42,151,1.73,2.05,0.58,75.22,12.53,309,11.03,2.47,74.31,2938.7,74.23,12528,9.5,1.36
"1126",34.36,97.49,90,1.07,13.45,1.38,84.64,8.41,383,6.74,3.29,85.65,3969.1,83.13,11628,4.81,0.68
"1127",133.97,96.19,176,1.5,6.21,1.73,77.9,10.85,327,9.87,2.27,76.93,5000.7,75.12,14396,8.71,0.76
"1128",238.85,79.29,2357,4.63,8.17,15.48,69.28,11.91,10421,10.29,13.3,74.35,3315.6,74.64,78331,8.5,5
"1129",646.84,60.51,32210,11.81,11.26,37.94,45.53,16.35,10045,14.85,2.76,50.06,4550.3,54.43,364040,13.02,1.2
"1130",8.85,92.84,198,1.62,1.5,4.72,82.05,8.29,912,9.66,4.29,83.06,746.1,89.48,10620,10.84,0.88
"1131",116.92,93.29,897,4.74,0.79,5.61,69.79,12.59,544,12.01,2.23,69.73,2762.2,77.07,0,11.32,0.23
"1132",55.68,88.63,372,2.52,0.57,9.12,69.83,12.62,718,11.13,3.42,71.87,1721,82.2,20713,9.42,0.48
"1133",210.31,78.4,1209,4.8,0.69,20.89,55.02,16.26,274,14.81,1.01,58.21,1498.2,61.85,0,12.9,0.43
"1134",32.33,96.16,87,0.91,2.14,1.5,78.78,11,821,9.62,6.64,80.9,1320.8,85.31,12358,8.17,2.61
"1135",497.88,78.42,7862,4.36,2.85,11.43,63.59,19.41,26494,18.4,10.26,67.72,2993.5,68.88,257892,17.41,4.9
"1136",0,98.11,145,2.19,1.24,0.52,79.84,10.92,335,9.95,3.17,80.75,193.6,84.75,0,8.93,1.49
"1137",86.57,36.2,665,9.3,0.38,17.13,63.5,12.95,2136,8.44,16.1,69.24,2277.4,74.33,0,6.78,5.76
"1138",69.37,92.13,84,1.02,6.71,1.07,80.46,9.46,1826,8.23,14.26,82.35,10108.1,81.89,12805,6.89,5.68
"1139",7.42,93.65,35,0.41,2.18,2.7,85.79,8.6,1067,7.68,8.21,85.8,912.9,81.47,12312,6.86,2.44
"1140",344.55,47.15,9297,10.44,2.76,52.19,44.24,17.81,893,16.07,0.84,51.01,2149.4,51.94,106640,13.84,0.39
"1141",0,98.52,29,0.44,1.36,0.68,82.81,10.38,262,9.34,2.51,85.22,282.8,87.29,0,8.32,0.34
"1142",172.56,90.94,924,4.18,6.4,5.2,68.12,11.8,705,10.19,2.44,69.08,3509.3,69.82,28887,8.41,1.2
"1143",518.4,60.06,1933,9.97,0.45,38.27,60.16,12.94,253,11.87,1.1,66.43,1910.7,68.52,0,10.66,0.66
"1144",37.72,57.67,204,1.5,0.31,0.26,67.31,12.24,1858,10.47,12.61,74.62,2578.6,76.79,0,8.42,3.75
"1145",174.75,74.29,1109,4.96,2.92,2.21,67.86,15.2,7483,13.18,24.87,74.13,1535.3,72.4,30085,11.2,12.38
"1146",0,97.86,24,0.24,1.46,0.2,89.03,6.48,182,5.17,1.56,88.86,1822,90.67,11668,3.81,0.66
"1147",307.81,76.27,1152,4.22,1.19,20.53,60.96,18.69,2254,16.26,5.11,64.89,2090.2,58.78,44129,13.6,3.49
"1148",42.23,97.91,399,2.28,1.62,1.05,73.96,9.64,372,8.85,1.79,76.26,712.1,73.79,0,7.96,0.21
"1149",291.07,70.73,648,6.08,5.88,23.06,58.69,14.65,3166,13.02,19.56,63.87,5316.9,69.8,16189,11.17,11.93
"1150",147.35,91.25,494,2.55,0.88,7.72,65.23,15.81,292,14.14,1.33,66.7,2685.2,74.26,0,12.03,0.45
"1151",15.03,96.52,215,1.42,0.51,2.34,68.65,13.64,194,11.17,0.98,70.15,2992.6,65.96,0,8.52,0.57
"1152",43.93,85.35,506,4.45,0.24,1.82,60.54,13.23,1740,12.1,15.86,65.63,1833.2,74.44,0,10.76,6.4
"1153",8.77,93.96,145,2.19,5.24,4.42,84.34,8.83,241,8.37,2.2,87.14,291.8,89.64,9346,7.91,0.51
"1154",32.76,96.12,129,0.6,1.3,0.48,83.47,8.86,1940,7.3,5.99,84.86,1379.8,84.33,32375,5.62,2.02
"1155",437.59,64.94,3594,8.53,3.22,33.88,48.29,16.31,1008,13.98,1.82,52.67,1805,57.07,55530,11.05,0.56
"1156",142.33,77.63,3853,2.96,0.89,8.56,69,12.98,6123,10.98,3.29,75,1726.3,77.33,186281,8.85,1.63
"1157",351.19,73.01,2599,6.12,1.83,11.48,60.81,12.84,3226,11.5,5.89,67.22,769.8,68.94,54780,9.91,1.01
"1158",373.2,80.24,4850,6.75,5.54,12.96,61.08,13.49,10391,11.52,11.2,65.2,4171.7,68.13,92788,9.3,4.94
"1159",45.77,97.1,539,0.95,1.24,0.85,81.1,8.98,4009,7.66,5.25,83.11,1793.5,84.34,72317,6.19,0.79
"1160",80.79,98.12,224,0.79,0.65,1.07,72.09,12.53,2400,11.47,7.06,73.38,3173.9,69.51,34012,10.13,0.88
"1161",59.13,89.57,457,1.51,7.9,2.79,78.7,14.4,5431,11.92,11.41,79,1665.7,81.42,47585,9.2,4.73
"1162",19.3,98.48,190,0.81,3.15,0.48,86.02,6.8,759,5.73,2.51,86.28,2907.8,88.35,30250,4.49,0.87
"1163",616.2,68.76,9455,9.1,3.56,26.9,49.98,18.4,11436,16.18,6.94,57.46,2363.3,58.67,164693,13.99,3.15
"1164",394.11,42.35,430,1.15,0.94,7.44,81.03,8.47,19350,6.83,36.34,86.48,5965.9,88.19,53240,5.1,15.34
"1165",29.06,91.39,139,0.83,3.13,3.26,88.48,8.93,2388,7.54,8.29,88.94,508.5,84.29,17347,6.05,3.09
"1166",80.4,81.33,413,3.99,0.24,17.63,62.89,14.14,117,13.09,0.97,68.13,488.7,63.83,0,11.83,0.33
"1167",28.65,88.15,171,1.32,20.74,1.81,77.5,9.69,6369,8.39,31.23,79.52,20417.5,78.84,20393,6.94,13.12
"1168",51.91,81.06,91,0.81,0.12,1.36,67.64,14.17,66,11.98,0.5,69.92,1361.6,77.29,0,9.31,0.14
"1169",0,96.62,178,4.24,1.12,0.61,69.72,6.18,497,4.68,4.7,71.94,560.5,77.93,9789,3.31,2.75
"1170",21.33,94.25,229,0.88,6.65,0.94,85.4,10.37,3251,9.02,8.28,85.11,3845.3,85.34,39253,7.57,2.43
"1171",82.9,97.62,637,1.2,0.6,0.99,67.29,13.81,3946,12.87,6.01,69.53,4484.7,72.76,65690,11.73,1.45
"1172",184.26,97.33,339,0.69,0.72,0.46,77.79,9.82,5638,8.82,9.27,81.32,5013,83.01,60838,7.71,1.57
"1173",264.97,88.6,2626,5.57,5.09,8.69,57.95,14.51,3665,13.26,5.59,60.67,5831.6,61.93,65566,11.8,1.48
"1174",58.61,90.6,471,1.17,4.37,2.14,84.75,11.8,6569,10.14,9.58,84.29,3520.1,82.2,68586,8.34,3.91
"1175",85.92,85.37,166,2.27,9.17,1.39,86.82,9.59,1234,7.64,11.64,86.57,6079.1,82.95,10602,5.41,1.51
"1176",159.78,58.22,2774,9.22,0.59,40.43,44.73,14.17,983,12.61,2.35,51.43,1590.3,55.44,41891,10.68,1.26
"1177",6.29,96.5,6,0.05,0.26,0.8,89.72,6.11,1077,4.64,6.96,90.3,1655,87.08,15467,2.9,2.26
"1178",1209.17,32.47,26451,10.31,18.71,43.88,48.42,17.89,73524,15.68,19.75,52.13,6409.1,56.68,372242,13.22,11.65
"1179",41.47,95.96,86,0.38,10.35,0.59,87.05,6.93,5069,5.63,16.59,87.75,5702.7,87.03,30548,4.16,5.31
"1180",92.89,92.63,246,0.93,1.39,5.49,79.24,11.23,871,9.87,2.23,80.67,1344.3,85.55,37530,8.32,0.68
"1181",62.44,97.11,697,2.94,1.55,0.92,64.93,16.33,1120,14.05,3.38,66.48,929.6,75.56,33181,11.36,0.71
"1182",10.91,97.43,175,0.61,10.3,0.13,87.42,7.16,3812,5.95,10.54,88.03,5089.3,86.95,36175,4.54,1.86
"1183",147.59,84.9,304,1.73,1.79,2.78,74.03,14.31,3290,11.57,13.57,78.73,1950,80.44,24250,8.75,8.64
"1184",18.57,90.42,5,0.05,3.62,1.1,89.03,5.99,1646,5.23,10.55,91.14,798.4,91.14,13977,4.44,2.47
"1185",13.88,93.36,115,1.2,1.81,2.48,85.76,9.64,676,8.09,4.77,86.04,1409.7,83.39,13578,6.34,1.47
"1186",18,97.97,282,0.8,0.18,0.29,85.9,8.13,3247,7.26,6.67,86.89,1352.1,88.64,48655,6.38,1.13
"1187",531.76,67.37,3604,7.96,3.49,30.72,41.09,16.2,4360,14.77,7.04,49.12,1853.5,41.54,61921,13.27,2.29
"1188",40.66,95.97,104,0.9,0.9,1.06,78.35,7.61,874,7.75,5.24,80.61,909.6,80.94,16223,7.95,1.79
"1189",35.12,97.17,202,0.87,0.11,0.11,76.12,12.8,480,11.57,1.6,79.65,974.5,82.36,29988,10.2,1.01
"1190",41.06,80.42,484,3.62,0,0.16,62.76,11.84,2298,9.12,18.1,68.5,1656.3,71.24,0,5.85,5.92
"1191",265.72,86.66,3379,6.19,4.99,10.49,57.12,12.34,3718,11.35,5.42,60.08,4052.3,65.1,68637,10.18,1.7
"1192",23.65,80.48,41,0.36,1.02,14.22,81.82,11.8,630,9.55,3.15,83.76,573.3,83.23,19974,7.1,1.58
"1193",256.8,67.1,1119,3.4,0.09,25.14,62.14,16.5,1398,15.11,3.42,67.56,634.4,73.54,40270,13.58,1.35
"1194",265.85,59.78,2571,3.59,3.13,8.54,69.66,13.47,24291,11.15,25.28,75.18,5724.9,77.16,96086,8.68,11.65
"1195",37.95,90.67,196,0.64,1.65,1.37,82.85,12.2,3758,10.53,7.43,83.52,3009.8,81.55,50553,8.8,2.18
"1196",19.42,97.62,27,0.35,0.9,0.91,87.1,9.81,326,7.14,3.02,86.38,3564.3,89.37,10807,4.22,0.62
"1197",6.55,96.59,282,2.3,0.11,2.34,71.33,13.8,194,12.41,1.32,73.5,1787,64.54,0,10.77,0.24
"1198",377.31,91.93,1713,3.33,1.53,7.32,63.91,16.13,406,14.36,0.66,67.6,2966.4,70.47,61368,12.24,0.18
"1199",45.9,96.23,58,0.64,0.45,0.76,76.19,9.78,382,8.05,3.72,77.1,471.5,79.82,0,5.92,0.76
"1200",46.75,92.38,237,1.53,1.54,6.58,80.02,13.4,377,11.28,1.62,80.57,2317.5,86.79,23235,8.89,0.37
"1201",287.88,52.39,736,7.52,0,46.98,48.15,16.33,228,14.15,2.13,54.36,670.3,55.33,0,11.43,1.46
"1202",227.39,79.09,884,4.96,3.66,12.36,68.7,14.79,4492,12.85,16.04,72.75,2689.9,75.17,28001,10.66,6.65
"1203",78.11,79.64,1003,3.96,0.67,2.48,68.95,11.09,1895,9.73,4.13,72.45,700.1,72.44,0,8.33,2.51
"1204",181.44,84.55,258,2.85,0,13.06,68.06,12.6,277,11.52,2.49,73.97,895.6,80.84,0,10.23,1.43
"1205",131.62,78.72,609,6.2,2.53,18.53,63.76,9.84,612,8.77,3.92,69.11,1635.9,65.72,15614,7.51,1.38
"1206",59.98,78.36,248,2.15,1.47,0.07,67.72,10.16,2821,7.33,26.08,74.55,2846.1,72.75,10815,3.99,9.96
"1207",27.67,98.6,65,0.64,9.65,0.48,84.85,7.81,1111,6.45,8.14,84.27,4320.7,88.44,13650,4.84,2.29
"1208",40.85,92.75,221,1.24,1.27,0.7,76.66,15.58,2991,13.71,10.93,77.64,2544.4,79.12,27357,11.63,3.37
"1209",73.92,92.93,30,0.33,0.33,3.17,87.28,8,710,7.05,5.77,88.87,1565.4,92.23,12301,5.99,1.43
"1210",123.28,87.35,233,1.18,0,9.68,66.12,14.47,357,13.51,1.66,70.63,940.1,78.3,21505,12.37,0.66
"1211",295.8,72.66,6512,5.23,1.24,9.44,65.04,16.19,13900,14.05,7.95,68.83,1837.3,72.63,174138,11.7,3.84
"1212",146.39,85.65,66,0.93,0,9.84,72.23,16.14,238,13.54,2.3,73.62,3939.5,67.67,10353,10.38,0.58
"1213",459.68,75.51,5658,8.96,15.02,20.65,49.59,11.68,7785,10.8,7.7,53.15,4557.8,54.73,101082,9.75,2.93
"1214",2264.13,28.62,42040,20,24.89,58.46,34.59,15.92,51423,14,18.68,43.2,11153.6,44.71,275221,11.84,9.57
"1215",1541.82,7.21,9402,16.74,25.57,89.95,34.12,18.73,9535,17.06,12.96,41.2,18091.3,45.98,73552,14.94,7.12
"1216",141.43,87.44,1514,2.64,2.84,2.72,67.64,15.15,2482,14.35,3.88,68.87,2365.2,75.95,63909,13.48,1.74
"1217",534.51,26.56,4101,12.99,3.58,72.13,37.26,16.86,707,15.65,1.84,45.86,1619.7,57.54,38386,14.18,0.48
"1218",154.24,72.97,1295,2.74,0.17,12.02,68.81,14.39,6308,12.82,9.88,73.6,1969.2,74.89,63838,11.16,3.82
"1219",138.07,93.43,1342,1.89,3.53,1.25,69.15,14.79,5747,12.92,5.1,70.42,2858.7,71.2,112669,10.86,2.63
"1220",424.55,69.93,10047,9.23,7.61,14.83,50.04,13.54,31532,11.37,19.62,54.32,8403.8,55.78,160728,8.88,11.42
"1221",514.42,75.32,2704,5.46,1.58,23.62,57.72,16.32,695,14.81,1.13,63.45,1500,64.87,61741,13.03,0.23
"1222",91.78,88.43,162,1.81,11.91,6.09,81.36,9.29,1185,7.56,9.25,83.6,4511,87.3,12804,5.6,2.76
"1223",0,99.05,117,1.34,1.88,0.31,77.41,10.38,1152,9.43,10.12,78.71,1785.6,82.34,9888,8.34,1.64
"1224",90.27,89.91,576,4.53,3.15,7.11,64.84,9.06,1376,7.65,4.77,64.36,3194.9,63.26,28835,5.96,2.54
"1225",122.18,79.17,504,1.69,0.58,2.04,73.34,13.74,6587,11.18,15.44,78.17,6221.6,76.71,42655,8.47,5.83
"1226",27.5,93.79,138,0.91,0.3,0.72,81.02,12.42,387,10.45,1.85,82.05,783.5,82.63,20676,8.23,0.5
"1227",43.92,90.55,171,1.57,9.32,2.88,86.6,10.15,1438,8.95,7.37,86.4,3188.2,87.76,19512,7.73,2.63
"1228",210.8,82.32,508,3.23,5.54,12.53,71.6,8.63,3208,7.23,8.28,72.41,2260.6,69.84,38762,5.52,5.37
"1229",21,98.9,83,0.64,0.3,0.43,70.27,13.66,87,12.3,0.63,73.81,1121.1,82.04,0,10.59,0.32
"1230",22.8,84.34,150,1.93,0,14.46,80.66,11.74,186,9.43,1.61,82.6,1617.4,86.01,11587,6.91,0.37
"1231",252.7,89.2,700,2.92,4.68,3.83,64.79,18.93,1870,17,4.93,65.97,1936.3,70.95,37960,15.08,1.77
"1232",26.4,89.93,394,2.52,0.07,9.43,64.31,14.95,400,13.08,2.16,70.49,1274.7,73.29,0,10.92,0.97
"1233",36.46,96.53,614,2.29,1.16,0.88,74.17,10.28,1575,8.87,4.1,75.55,795,77.8,38372,7.28,1.12
"1234",15.83,98.24,149,0.43,3.55,0.1,86.66,8.76,758,6.95,2.07,85.72,3320.6,88.83,36659,4.99,0.51
"1235",19.05,98.43,141,1.57,0.21,0.21,66.63,15.71,152,13.6,1.5,66.2,1458.4,75.47,0,11.02,0.54
"1236",23.77,95.19,208,0.71,16.77,1.34,80.11,8.15,5344,7,11.97,81.11,8311,79.62,44630,5.58,3.68
"1237",106.62,84.9,301,0.88,2.64,2.88,77.02,14.99,10097,12.24,18.06,78.37,2278.3,75.82,55544,9.34,8.38
"1238",6.45,98.17,54,0.5,3.11,0.38,88.94,7.11,747,6.44,4.92,89.66,391.2,91.04,0,5.74,0.62
"1239",153.58,90.07,795,2.18,1.99,7.89,75.43,9.82,3041,8.62,6.16,78.38,2711.4,82.25,49389,7.25,0.9
"1240",26.35,92.19,89,0.48,0.05,1.08,80.28,11.65,835,10.24,3.02,83.69,2574.7,85.92,27652,8.82,0.77
"1241",25.95,94.77,422,0.83,8.52,0.63,89.02,8.48,7042,7.21,9.33,89.28,4503.5,89.43,75460,5.79,2.74
"1242",150.67,87.82,197,1.85,0.76,10.6,72.03,15.09,362,12.93,2.36,73.9,3023.7,73.65,15324,10.53,0.47
"1243",65.62,94.74,531,2.87,4.38,2.48,73.06,11.65,773,9.83,3.54,72.55,4124.5,79.7,21853,7.52,0.97
"1244",0,98.81,138,1.84,0.06,0.37,80.61,10.57,142,10.04,1.18,82.67,380.8,89.28,0,9.51,0.35
"1245",490.9,65.84,1596,9.59,4.9,0.49,61.45,10.89,9613,8.95,46.11,71.97,6959.3,73.67,20850,7.18,22.83
"1246",20.72,93.1,86,1.01,0,1.33,72.91,10.85,324,9.27,2.38,77.45,1605.9,77.81,0,7.47,1.25
"1247",297.98,30.38,1953,11.81,8.95,1.15,59.29,13.79,12603,10.66,55.24,66.61,20014.9,71.1,22817,7.58,32.01
"1248",0,97.83,124,1.26,0,0.77,85.49,10.01,455,8.84,3.34,85.65,732.3,82.43,12054,7.56,0.24
"1249",247.63,70.7,211,2.38,17.5,6.01,69.72,15.59,4112,13.27,25.19,70.48,9255.7,61.85,16327,10.51,15.21
"1250",108.15,78.71,455,2.05,2.36,18.26,74.9,8.68,1956,8,5.72,80.43,2151.6,70.08,34185,7.22,1.31
"1251",0,99.22,54,0.46,5.01,0.37,84.48,8.82,121,7.67,0.76,84.83,2747.1,88.66,15995,6.32,0.09
"1252",178.21,81.23,514,1.72,0.77,1.39,75.14,10.58,6418,8.89,15.87,83.2,4974.4,83.09,40452,7.09,6.02
"1253",120.02,88.42,157,1.14,2.48,9.31,76.49,10.84,688,10.31,3.5,78.34,1435.5,81.93,19661,9.74,0.46
"1254",57.52,96.83,29,0.4,2.17,1.18,79.7,6.67,1282,5.82,12.6,85.84,2458.9,88.09,10177,4.81,1.57
"1255",47.2,95.7,28,0.4,4.88,0.51,90.36,5.97,885,4.75,8.49,92.06,1992.3,89.29,10422,3.42,1.42
"1256",3.21,99,282,1.25,0.65,0.26,81.05,10.14,882,9.02,2.84,83.82,503.9,86.08,24720,7.8,0.4
"1257",340.55,73.28,1024,3.5,10.29,23.68,64.31,13.94,1943,12.57,5.13,66.47,5023.9,65.56,37840,10.99,1.18
"1258",35.23,91.52,179,0.37,0.16,1.35,89.58,8.28,8465,7.13,11.61,89.95,2098,90.38,72884,5.9,3.74
"1259",12.85,91.59,111,0.52,4.05,0.83,86.84,10.04,2851,8.44,9.11,87.01,1708.1,83.7,31306,6.75,2.37
"1260",301.15,50.57,1170,7.32,0.11,48.72,45.98,16.95,117,15.26,0.71,52.88,1400.2,60.71,0,13,0.4
"1261",32.06,96.3,192,1.26,1.39,1.27,83.8,9.96,828,8.2,3.93,83.18,2274.5,85.66,21082,6.18,0.95
"1262",17.52,97.3,65,0.71,0.97,2.35,77.92,8.35,80,7.67,0.71,81.29,336.8,91.45,6463,6.92,0
"1263",13.35,90.33,65,0.61,28.72,1.62,89.05,8.12,3453,6.38,23.12,88.47,2495,90.72,14936,4.37,13.83
"1264",52.45,96.08,114,0.93,8.37,0.43,78.41,8.41,2073,7.42,11.35,81.08,3792.6,80.11,18262,6.29,2.46
"1265",177.45,88.73,1912,4.28,27.93,5.6,66.35,9.4,16975,8.04,22.27,68.84,17893,71.38,76210,6.53,11.26
"1266",27.1,97.11,227,0.92,1.02,0.97,83.98,7.88,2692,6.95,7.6,86.45,1118.7,89.32,35418,5.97,1.91
"1267",159.08,84.17,1206,3.89,21.37,2.09,70.77,12.56,18914,10.91,39.07,73.91,8999.6,74.89,48414,9.03,13.68
"1268",236.96,58.99,7874,5.78,1.49,38.02,57.84,16.97,6101,14.31,3.4,63.91,800,63.75,173513,11.42,1.14
"1269",31.29,83.84,36,0.21,7.82,0.26,90.16,5.26,5090,4.5,22.72,91.42,4247.2,94.01,22405,3.66,4.53
"1270",43.21,94.76,302,1.28,0.77,0.17,74.19,14.3,796,12.55,2.88,75.22,2526.6,71.93,0,10.58,1.6
"1271",25.36,97.06,397,1.23,2.18,0.92,84.43,10.62,1278,9.01,2.64,85.62,1722.6,85.31,48370,7.25,0.9
"1272",40.24,92.11,642,1.58,3.57,4.35,74.52,10.96,7424,9.67,14.74,77.15,3629,79.56,50380,8.12,2.65
"1273",18.93,98.72,530,4.13,4.54,0.64,61.44,12.43,768,11.4,4.56,62.98,4339.5,65.09,16825,10.16,0.64
"1274",88.65,98.17,219,1.83,1.99,1.16,66.85,14.49,275,12.95,1.84,68.14,3763.7,76.35,14919,11.05,0.2
"1275",111.1,80.12,627,4.2,0,19.32,57.94,16.81,69,15.51,0.42,63.43,1417.4,60.16,0,13.92,0.21
"1276",78.98,95.78,37,0.46,0.9,2.51,80.42,10.52,761,9.32,6.19,84.1,957.1,87.52,10955,7.98,1.13
"1277",45.83,91.74,67,0.21,0.28,2.39,90.62,6.68,4726,5.61,11.14,91.46,1642.9,89.75,42436,4.48,2.72
"1278",46.89,95.08,1114,2.08,2.62,2.42,75.87,10.94,5586,9.69,7.34,78.22,2569.9,77.97,76060,8.3,1.62
"1279",151.5,55.77,1055,5.33,0.06,41.65,56.86,13.63,389,12.48,1.64,63.28,952.2,69.64,0,11.05,0.74
"1280",552.06,93.05,277,1.16,3.11,3.42,76.81,13.13,14275,10.74,35.61,79.7,3272.2,79.57,40091,8.04,9.74
"1281",146.96,92.55,1403,5.05,1.61,6.3,56.96,17.57,461,15.65,1.3,61.26,3450.1,68.79,35445,13.3,0.63
"1282",82.37,94.83,533,2.54,2.73,2.26,73.26,12.41,1737,11,5.82,75,1624.6,76.35,28863,9.48,1.76
"1283",264.17,58.09,1496,3.9,0.09,30.08,71.52,13.18,5394,11.39,8.49,76.38,2215.9,77.09,63535,9.6,3.22
"1284",48.86,91.95,149,1.37,2.45,3.48,77.44,6.59,1469,5.6,5.68,78.5,3226.8,73.6,0,4.61,4.1
"1285",78.4,89.8,174,1.59,0,9.42,63.34,15.11,91,12.82,0.75,67.25,951.5,72.22,0,9.96,0.24
"1286",72.53,95.4,1187,1.86,0.55,3.01,78.98,11.61,5240,10.03,6.1,79.54,2939.4,80.07,85866,8.27,0.88
"1287",97.95,88.92,485,1.38,3.13,8.69,80.38,8.76,3753,7.71,7.16,82.45,1543.8,84.54,50241,6.44,1.99
"1288",31.09,93.82,78,0.52,0.85,2.72,83.56,11.13,971,9.3,4.25,84.67,1061.7,88.01,22851,7.37,1.02
"1289",429.62,47.96,964,3.61,4.86,1.06,69.01,12,15840,10.09,42.67,73.05,8664.8,80.23,37120,7.95,24.28
"1290",78.99,88.68,335,1.7,2.03,1.9,70.13,11.3,3616,8.96,8.62,70.76,4363.4,70.98,41958,6.73,3.76
"1291",50.34,92.83,288,1.12,0.03,2.64,81.72,14.9,1782,13.03,4.07,82.09,4219.2,82.5,43762,11.04,1.76
"1292",2.96,97.42,256,1.75,0.76,0.66,86.1,8.49,348,7.89,1.4,87.29,662.7,88.65,24854,7.31,0.49
"1293",5.05,98.55,203,1.24,0.08,0.19,81.32,9.26,228,8.03,1.21,79.08,1787.2,80.09,0,6.61,0.25
"1294",71.17,92.79,184,3.56,0.34,5.03,66.4,6.91,404,4.9,3.21,64.98,2044.6,68.79,0,3.21,2.01
"1295",81.62,94.14,60,0.43,0,3.42,77.79,10.46,295,9.62,1.79,80.28,3058,85.32,16513,8.69,0.43
"1296",265.26,76.64,1785,3.31,0.13,19.9,67.62,15.07,1694,13.45,2.41,71.28,1297.6,72.44,70316,11.63,1.29
"1297",585.59,56.74,15750,9.62,5.57,39.05,55.53,15.33,9766,12.87,3.74,62.76,4690.3,58.3,261229,10.78,1.72
"1298",630.15,35.96,19512,9.04,3.56,63.27,44.48,17.45,3181,15.71,1.2,52.09,1728.9,54.45,264394,13.53,0.67
"1299",244.74,53.46,1178,10.71,0.62,46.2,45.15,15.05,73,12.94,0.63,50.4,1532.4,47.17,0,9.99,0.06
"1300",35.53,84.65,213,1.11,0.22,5.54,76.4,14.76,1410,12.22,4.56,78.66,1561.8,78.88,0,9.48,1.5
"1301",1172.43,58.54,12723,12.01,6.39,26.6,46.99,14.3,20731,12.62,14.63,53.59,8545.4,55.71,141686,10.69,6.42
"1302",7.82,99.04,46,0.56,0.12,0.22,81.3,10.53,199,9.13,1.76,80.59,1693.4,79.12,11284,7.61,0.36
"1303",16.87,90.75,144,1.21,0.3,6.17,82.63,11.27,1041,10.29,6.01,85.79,1015.5,86.15,16654,9.35,1.46
"1304",153.94,83.58,11,0.13,6.04,0.11,88.98,5.49,3141,4.36,27.64,90.3,4129.7,87.53,11365,3.09,4.58
"1305",64.54,91.57,252,2.07,0.21,5.68,73.67,15.43,499,13.3,2.96,76.51,1317.5,77.54,16848,10.94,1.77
"1306",30.57,97.03,124,1.38,0.29,0.56,77.83,13.08,678,11.27,5.29,76.75,743.7,72.75,12809,9.29,1.49
"1307",0,99,80,0.92,0.78,0.28,77.63,10.2,50,9.09,0.44,77.72,1307.3,76.2,0,7.79,0.09
"1308",23.18,89.93,324,1.68,0.35,9.19,78.87,12.2,691,10.41,2.3,79.98,1333.6,78.61,30108,8.48,0.42
"1309",11.08,96.36,180,1.04,0.83,0.03,75.92,9.95,215,9.53,1.17,76.67,1849.7,77.74,0,9.03,0.25
"1310",200.38,72.26,453,4.65,0.17,24.27,64.5,12,310,10.26,2.78,71.1,985.4,71.51,0,8.04,1.84
"1311",640.26,80.51,1201,5.82,2.12,14.91,57.78,15.33,5824,15.22,20.39,62.69,4911.3,64.64,28564,15.11,11.31
